Areacode,Phone,name1,name2,SAM_BLDNAME,SAM_STNMFR,SAM_STNAME,SAM_STSUBT,class_code
2,5220149,Mega Power Corporation,,Gedisco Terrace,1148,Pres M a Roxas,Bvd,106913
2,8156608,Mega Re International Services,,Cityland Condominium 10 Twr 1,156,H v Dela Costa,St,106286.1
2,9268524,Megabuilt Enterprises,,,2,Congressional,Ave,106130
2,7810388,Megacenter Diagnostics Incorporated,,Katipunan Building,95,E Rodriguez Sr,Ave,105068
2,6313683,Megalicious Foods Corporation-Countrystyle Donuts,,Philippine Stock Exch Ea Twr,,Exchange,Rd,202000000000
2,8269455,Megaprint Offset & Packaging,,Lombos Compound,168,Dr a Santos,Ave,107844
2,9273275,Megaton Motor Corporation,,,935,Edsa,Ave,105661
2,8678041,Megaworld Properties,,Ps Bank Center,777,Paseo de Roxas,Ave,104850
2,8678885,Megaworld Properties and Holding Incorporated,,The World Center,330,Sen Gil Puyat,Ave,105192
2,6315396,Melvin the Savings Palace,,Prats Building,,Edsa,Ave,105388
2,8940487,Menage/Manila,,The Zuellig Building,,Makati,Ave,104700
2,7357120,Mendel's Sporting Goods,,,853,G Puyat,St,108163
2,8300509,Mendoza,Buenaventura  Umandap,Vicente Madrigal Building,6793,Ayala,Ave,111176.1
2,2538870,Mendoza and Del Mundo Optical,,,678,V Del Fierro,St,105068
2,7230805,Menton Hardware,,,58,E Fernandez,St,106130
2,8911215,Menzi & Co Inc,,Security Bank Centre,6776,Ayala,Ave,107597
2,8911019,Menzi and Company Incorporated,,Security Bank Centre,6776,Ayala,Ave,107597
2,5277701,Mercantile Insurance Co Inc The,,Mercantile Insurance Building,,Gen a Luna,St,106286.1
2,9397684,Mercedarian School Inc,,,,Domingo de Ramos,St,107961
2,3725028,Mercury Battery Industries Incorporated,,,1030,Quezon,Ave,104689
2,7322267,Mercury International Security Printing Corporation,,,908,G Araneta,Ave,107844
2,6314250,Meridian Assurance Corporation,,Philippine Stock Exch We Twr,,Exchange,Rd,106286.1
2,8833574,Meriras Realty & Devt Corp,,,,J P Rizal Extension,St,105150
2,4043441,Merita Diagnostic Clinic,,Nicfur Building,1990,Taft,Ave,111174
2,7313828,Merlin Marketing,,,59,Cordero,St,108077
2,2441976,Merry Angels School,,Ymca Building,945,S Padilla,St,107961
2,8711057,Merry Treasure School,,,,Bf Resort,Drv,107961
2,8236127,Merville Country Club,,,,Belvedere,St,106969
2,6348426,Mesco Inc,,Mesco Philippines,,Brixton,St,107035
2,6311775,Mesco Incorporated,,Mesco Philippines,,Brixton,St,107035
2,7335780,Metacor Corporation,,A and E Building,529,T Alonzo,St,107190
2,3631873,Metal Master Industrial Salescorporation,,,252,7th,Ave,106130
2,2533298,Metal Master Marine Repair Services,,,45E,Marcos,Rd,107529
2,9394155,Metal Wealth Enterprises Company,,,37,Gen Luis,St,107190
2,2422241,Metalex Wire Industries Corp,,State Center Building,333,Juan Luna,St,106835
2,8325226,Metalspan Bldg. Components Corp,,Marbella Condominium 1,2223,Roxas,Bvd,107001
2,8328844,Metalspan Building Componentscorporation,,Marbella Condominium 1,2223,Roxas,Bvd,107001
2,7257235,Metro Bank,,,45,Col B Serrano,Ave,104662
2,2421101,Metro Bazar and Hardware,,Enterprise Building,524,Q Paredes,St,106130
2,7212736,Metro Construction Incorporated,,,747,Aurora,Bvd,105200
2,8151464,Metro Gem Exchange Inc,,Aguirre Building,812,A S Arnaiz,Ave,106339
2,3623749,Metro Lamps Company Inc,,,1040A,A Bonifacio,Ave,106599
2,6333567,Metro Manila Christian Church,,Cityland Shaw Tower,,Shaw,Bvd,106948
2,9241830,Metro Manila Church of Christ,,,31,Samar,Ave,105047
2,6315454,Metro Manila District of the Camacop,,Api Building,13,West Capitol,Drv,104850
2,9258557,Metro Pacific Insurance Agency,,,137,Malakas,St,106286.1
2,8522136,Metro Properties Incorporated,,Metro Properties Building,1052,Edsa,Ave,105087
2,2816207,Metro Security & Allied Services Inc,,,44B,Gov W Pascual,Ave,108002
2,8971400,Metro South Cooperative Bank,,Idc Center,3274,Kalayaan,Ave,104662
2,8176088,Metro Taisho Insurance Corporation,,Pearl Bank Center,146,Valero,St,106286.1
2,7493459,Metrobank,,,1174,A M MacEda,St,104662
2,5273323,Metrobank Intramuros Branch,,Femi 1 Building,,A Soriano Jr,Ave,104662
2,9301342,Metrobank Lagro Branch,,Lester Building,,Quirino,Hwy,104662
2,8736995,Metrobank Las Pinas Br,,,,Diego Cerra,Ave,104662
2,7141191,Metrobank-Brixton Hill Branch,,,,G Araneta,Ave,104662
2,7425878,Metroessential Dental Care Clinic,,Cobin Building,639,Banawe,Ave,105068
2,9838548,Metropolitan Bank & Trust Bank,,,,Gen Luis,St,104662
2,3644486,Metropolitan Bank and Trust Company Corporation,,,295,Del Monte,Ave,104662
2,3649464,Metropolitan Bank and Trust Company Edsa Branch,,Metrobank Building,,Edsa,Ave,104662
2,9113991,Metropolitan Bank and Trust Company Farmers Plaza Branch,,New Farmers Plaza,,Edsa,Ave,104662
2,5510609,Metropolitan Bank and Trust Company Harrison Branch,,,,F B Harrison,St,104662
2,2545900,Metropolitan Hospital,,Metropolitan Hospital,1357,G Masangkay,St,106202
2,7763152,Mever Technologies Inc,,,15,Jasmin,St,105554
2,6341281,Mey Lin,,Sm Megamall A,,Edsa,Ave,105037
2,2431007,Mg Tanlimco and Company,,,430,Sevilla,St,108182
2,8736602,Mgs International Trading Inc,,Manuela Commercial Complex 1,,Alabang-Zapote,Rd,100415
2,8438179,Mhon Radiator Shop,,,3655,Gen a Luna,St,106860
2,8051975,Mica Printing Press,,,24,Bronze,Rd,107844
2,6331882,Michael Angelo Incorporated,,Sm Megamall B,,Edsa,Ave,106969
2,8504074,Michaelangelo Incorporated,,Festival Supermall,,Corporate,Ave,106969
2,7117394,Micro Marketing,,,36,P Florentino,St,106130
2,5229272,Microcadd Institute Incorporated,,Sm City Manila,,Natividad a Lopez,St,105150
2,9139195,Microcadd Technologies Co Inc,,Dona Consolacion Building,602,Gen Santos,Ave,105150
2,6327449,Micu,Edgardo R Dr,Robinsons Galleria Mall,,Edsa,St,105383
2,2548362,Midland Construction Supply,,,2431,Rizal,Ave,106130
2,5218517,Midland Plaza Hotel,,Midland Plaza Hotel,,M Adriatico,St,106213
2,3619173,Midland Press Incorporated,,,61,Asuncion,St,107844
2,8738144,Midwest Food Industries Inc,,,28,Capricorn,St,107706
2,8120994,Miladay Jewels,,Glorietta 4,,East,Drv,106339
2,5251070,Milagrosa Publishing House Icorporated,,Isabel Roces Building,2654,Saygan,St,107891
2,9228606,Milani Shoes,,Sm City North,,Edsa,Ave,108077
2,7492627,Milestone Hotel Apartelle,,,834,Banawe,Ave,106213
2,2924326,Milestone Metal Manufacturing,,,,Balubaran,St,107185
2,8124588,Milky Way Ice Cream and Restaurant,,A & G Building,900,A S Arnaiz,Ave,106969
2,8174042,Milkyway Restaurant,,A & G Building,900,A S Arnaiz,Ave,106969
2,7247630,Milogo Realty Development Corporation,,,688,J Abad Santos,St,105192
2,8138892,Milwaukee Industries Corp,,Jtkc Building,2155,Chino Roces,Ave,107698
2,8721298,Mimeo-Plus Quickprint and Copycentre,,,180,Alabang-Zapote,Rd,107210
2,9365942,Mindanao Food Corporation,,,69,Susano,Rd,105876
2,8963033,Mindanao Textile Corp,,,7791,St Paul,Rd,107399
2,5232814,Ministry for Youth Affairs-Archbishop of Manila,,,121,Arzobispo,St,106948
2,9206805,Mip International Manpower Services,,,28,Gsis,Ave,106913
2,9307311,Miraculous Lady of Peace Academy,,,1,Katipunan,Ave,107961
2,8370693,Miraculous Medal Church,,,,Acacia,St,105047
2,6387951,Misato Japanese Restaurant,,Metrowalk Plaza,,Meralco,Ave,106969
2,5227386,Mission Way Manpower Servicesinc,,,1828,San Marcelino,St,106913
2,3645603,Missionary Association of Maryimmaculate,,St E de Mazenod Community Ctr,,St E de Mazenod,Ave,105047
2,8446452,Mitsa (S) Pte Ltd Representative Ofc,,Burgundy Corporate Tower,252,Sen Gil Puyat,Ave,107601
2,9249941,Mix Plant Incorporated,,,14,Visayas,Ave,105872
2,4041351,Miyabi Japanese Restaurant,,Adriatico Square,1920,M Adriatico,St,106969
2,5646128,Mjc Press Corporation,,,1720,Pres E P Quirino,Ave,107844
2,8671847,Mmc House Condominium Corporation,,Mmc House Building,,M Ocampo,St,105192
2,7332807,Mmm Sports Center,,Villasi Building,131,Aurora,Bvd,108163
2,7249312,Modern Art Supply Corporation,,,12,Dna J S Rodriguez,Ave,104392
2,9227354,Moed Press,,,47,Kalayaan,Ave,107844
2,7238314,Moksha Restaurant,,,713,J Abad Santos,St,106969
2,3732525,Moldex Products Incorporated,,,,Ligaya,St,107725
2,3735017,Molina,Manuel,N Dela Merced Building,,West,Ave,111176.1
2,8619878,Molivan Development Corporation,,,,National,Rd,106057
2,3631735,Monaliza Plastic Toys Manufacturing Company,,MacL Building,352,M H Del Pilar,St,107725
2,8480188,Monarch Insurance Co Inc,,Citibank Tower,,Valero,St,106286.1
2,6344337,Monark,,,150,E Rodriguez Jr,Ave,106164
2,8103550,Monde Nissin Croporation,,6750 Ayala Tower,6750,Ayala,Ave,104728
2,9298401,Mondragon,Lito A,One Burgundy Plaza,307,Katipunan,Ave,111176.1
2,6387865,Moniziel Enterprise,,Mc Home Builders Depot,168,Ortigas,Ave,108366
2,6335524,Monograms Plus Incorporated,,Sm Megamall B,,Edsa,Ave,105606
2,2413841,Monte Metal Supply Corporation,,,323,San Vicente,St,107190
2,8059863,Montessori de Manila,,,73,P Roman,St,107961
2,7256306,Montessori de San Juan (Administration Office),,,3,Montessori,Lne,107961
2,9350061,Montessori Professional College,,,,Quirino,Hwy,107961
2,8221824,Montilibano,Cesar,,19814,Cherry,St,106969
2,8615284,Montillano,Francisco,Beato Cauilan Hospital,,National,Rd,106202
2,6873077,Montre Watch Shop,,The Podium,,Adb,Ave,106742
2,7313113,Montreal Labels Co The,,,35,Quezon,Ave,105976
2,5244339,Morales-Dimayuga Law Offices,,Trb Building,409,A Soriano Jr,Ave,111176.1
2,2418745,Morning Glory Company,,,829,Tabora,St,105496
2,5610544,Morning Sun Electrical Supply,,,1420,Labores,St,105554
2,7160464,Most Holy Redeemer Parish,,,1,T Arguelles,St,105047
2,7310743,Most Holy Trinity Parish,,,,Calabash,Rd,105047
2,8446467,Mostacci Inc,,Makati Cinema Square,1110,Chino Roces,Ave,108077
2,8929756,Mother Goose Play Skool International of Makati Inc,,Lpl Mansion,122,L P Leviste,St,107961
2,6386421,Mother Goose Playskool Inc,,Mother Goose Learning Ctr,58,San Rafael,St,107961
2,7813939,Mother Ignacia Movement,,,1428,Espana,St,106948
2,9426064,Mother of Divine Providence School,,,184,Gen Ordonez,St,107961
2,9393433,Mother of Life Center Incorporated,,,125,Susano,Rd,107961
2,7312889,Mother Rita Barcelo Ladies Dormitory,,,1261,Gelinos,St,106948
2,8925808,Mother Rosa Memorial Foundation Inc,,Assumption College,3,San Lorenzo,Drv,110177
2,8942115,Moto Industrial Traders Corporation,,Cityland Condominium 10 Twr 1,156,H v Dela Costa,St,105536
2,2440032,Motor Bearing and Parts Corporation,,,938,Benavidez,St,104698
2,5272679,Movers and Managers Corporation,,,,2nd,St,202000000000
2,6384406,Mpb Admin Office,,Medical City,,Lourdes,St,105192
2,5260891,Mpl International Corporation,,Victoria Building,429,United Nations,Ave,106913
2,3721666,Mpm Corporation,,,1132,Quezon,Ave,105418
2,8921948,Mql Commercial & Mktg Corp,,Erlag Building,102,Esteban,St,108151
2,5364694,Mr Peter Lee's Hongkong Tea House,,,1037,A Mabini,St,105876
2,9982077,Mr Softy Ice Cream,,,4A,Katipunan,St,106241
2,3764009,Mr West Barber Shop,,Avenue Building,35,West,Ave,104668
2,3611159,Ms MacHinery and Metal Fabricator Corporation,,,,F Roxas,St,107035
2,9299145,Msa Math Tutoring Center,,,315,Katipunan,Ave,107548
2,7123355,Mt Blanc Motors Inc/ Mazda Quezon Ave,,,721,Quezon,Ave,104596
2,8383606,Mt Zion Christian Fellowship,,,285,St Martin,St,106948
2,8236040,Mtgd Printing and Packaging,,Crispa Compound,,West Service,Rd,107844
2,4264123,Muang Thai Restaurant,,,138,Malakas,St,106969
2,8541834,Muebles Italiano,,,,Paseo de Magallanes,St,105944
2,8161684,Mulmac Industrial Const Corp,,Erlag Building,102,Esteban,St,106913
2,6319689,Multi Pest Services Corp,,,53,Sta Teresita,St,107645
2,5336988,Multi-Rich Home Decors Corporation,,,,Boni,Ave,105944
2,8922415,Multisource Lending Corporation,,Security Bank Centre,6776,Ayala,Ave,107070
2,2910672,Museo Valenzuela Foundation Inc,,,,Fatima,Ave,110177
2,5312991,Mustard Seed Systems Corporation,,Facilities Centre,548,Shaw,Bvd,108132
2,2432990,Mutsarap Fried Chicken,,,366,T Pinpin,St,105869
2,6877111,Mutual Success Import-Export Inc,,Philippine Stock Exch Ea Twr,,Exchange,Rd,106659
2,4043755,Mvr Laboratory Diagnostic Center,,Trinity Building,636,T M Kalaw Sr,St,111174
2,3716947,My Messiah Publishing House,,,21B,Chronicle,St,107891
2,8074023,My Shoe Rack,,Alabang Town Center,,Alabang-Zapote,Rd,108077
2,5510377,My Way Dry Ice Supply,,,56,Sta Monica,St,105497
2,8822075,Myc Agro Industrial Corporation,,,1847,Sta Rita,St,108248
2,8428404,Mzm Insurance Agency Inc,,Isuzu Alabang Building,,Alabang-Zapote,Rd,106286.1
2,8716524,N & N Steel Works,,,,Naga,Rd,108207
2,9118707,N C Guevarra Girl Shoppe,,Ali Mall,,Gen Romulo,Ave,105730
2,8428197,N T Personal Ability Inc,,Nt Center,,Alabang-Zapote,Rd,107070
2,7110255,Nacu,Aranzazu B,,96,Banawe,Ave,105869
2,3679694,Nagkakaisang Lakas Ng Manggawa(nlm) Katipunan,,Sapphire Building,713,Rizal Extension,Ave,106577
2,9373651,Nagoya Industrial Corporation,,,19,Diamond,Rd,108127
2,5317328,Namei Polytechnic Institute,,,123,A Mabini,St,107961
2,8982528,Nana,Cristino a Jr,Transphil House 2,1177,Chino Roces,Ave,108002
2,9413078,Nangka Lumber,,,,J P Rizal,St,106707
2,9259224,Napoli Pizzeria Ristorante,,Imperial Palace,,Timog,Ave,106969
2,8130081,Narciso Jimenez Gonzales Liwanag Bello Valdez & Caluya,,Sol Condominium Building,112,Amorsolo,St,111176.1
2,7279147,Narra Heights Condominium Association Inc,,Narra Heights Condominium,28,Mariposa,St,105192
2,2416185,Nasipit Lumber Co Inc,,Maritima Building,117,Juan Luna,St,106707
2,3619638,National Biscuit Company,,,152,Rizal Extension,Ave,104728
2,7236932,National Childrens Hospital,,,264,E Rodriguez Sr,Ave,106202
2,9133991,National College of Business and Arts,,,994,Aurora,Bvd,107961
2,9251786,National Council of Churches in the Phil,,,879,Edsa,Ave,105047
2,9228141,National Council of Churches of the Philippines,,,879,Edsa,Ave,105047
2,7352565,National Electric Supply and Hardware,,,339,Quezon,Bvd,105554
2,8925234,National Life Insurance Company,,National Life Insurance Bldg,6762,Ayala,Ave,106286.1
2,8972767,National Maritime Polytechnic,,Ecc Building,355,Sen Gil Puyat,Ave,107961
2,8884398,National Reinsurance Corporation of the Philippines,,Ayala Life-Fgu Center,6811,Ayala,Ave,106286.1
2,8956331,National Shrine of the Sacredheart of J,,,,Dao,St,105047
2,7345601,National Teachers College,,,629,J Nepomuceno,St,107961
2,7116754,National University Incorporated,,National University New Bldg,551,M F Jhocson,St,107961
2,5268698,Nationware Marketing Services,,,128,Porvenir,St,106913
2,2540754,Nationwide Garments Manufacturing,,,2047,S Reyes,St,105976
2,6343463,Navarro,Soledad Villasenor,Medical City,,Lourdes,St,105381
2,2823930,Navotas Francis Commercial,,,8,Lapu-Lapu,Ave,106130
2,2828934,Navotas Lumber,,,963,M Naval,St,106707
2,2830864,Navotas Polytechnic College,,Castro Market,,Apahap,St,107961
2,8443667,Nbf Water & Wastewater Service,,Makati Cinema Square,,Chino Roces,Ave,105655
2,7218142,Nblm Enterprises,,,313,Pancho Villa,St,100365
2,8461229,Nbln Corporation,,Starr Arcade Building,,C v Starr,Ave,111176.1
2,9309505,Ncba Fairview,,Ncba College,,Regalado,Ave,107961
2,8516707,Nchyn Enterprises,,,700,Apelo Cruz,St,108366
2,5611511,Nd Shipping Agency & Allied Services Inc.,,,1404,San Gregorio,St,106913
2,9254895,Nec Foundation Inc,,Up College of Engineering,,Osmena,Ave,110177
2,2550901,Neco Philippines Inc,,,1181,G Masangkay,St,105829
2,5327085,Nelino Silk Incorporated,,,426,Bulalakaw,St,106782
2,8135971,Nemo Technical & Telecommunications Services Inc,,Cityland Pasong Tamo Tower,2210,Chino Roces,Ave,105290
2,8156948,Neo Net 1 Center Inc.,,Net One Center,,26th,St,108153
2,5311363,Ner Industrial Services Corporation,,,952,L Parada,St,107035
2,8924831,Nesic Philippines Incorporated,,Eurovilla 2 Condominium,118,V a Rufino,St,105635
2,9375065,Ness Sheen Marketing,,Arata Commercial Arcade,959,Quirino,Hwy,105426
2,8400757,Network Magazine Subscription Services Inc,,Cityland Condominium 10 Twr 2,154,H v Dela Costa,St,107047
2,2421368,Neugene Marketing Inc,,Aic Center Building,200,Escolta,St,107725
2,8502033,Neutral Grounds Enterprises,,Alabang Town Center,,Alabang-Zapote,Rd,107480
2,8317638,Nevada Commercial,,,206,A S Arnaiz,Ave,106130
2,7335938,New Alfred Merchandising Corporation,,,925,Espeleta,St,107749
2,7334823,New Anchor Hardware,,,662,Evangelista,St,106130
2,8452052,New Apostolic Church Phils,,,2704,Gen M Capinpin,St,105047
2,9121035,New Associated Printing Press,,,37,12th,Ave,107844
2,7337359,New Astro Hardware,,,1436,Soler,St,106130
2,6425717,New Bagong Sikat Concrete Pr,,,45A,Maestrang Pinang,St,106130
2,5352978,New Belen's Native Lechon,,,139,Haig,St,106638
2,2417685,New Canada Commercial,,,616,Perreira,St,105496
2,5221375,New Casa Pensionne,,,1602,Leon Guinto,St,107634
2,2419865,New China Hardware,,,524,Sto Cristo,St,106130
2,2530480,New City Commercial Corporation,,,1724,A Rivera,St,104850
2,9275973,New City Security Inc,,Topaz Building,99,Kamias,Rd,108002
2,2412152,New Columbia Insurance Brokers,,Equitable Bank Building,262,Juan Luna,St,106286.1
2,5212501,New Community Hardware Inc,,,1500,Gen a Luna,St,106130
2,3611116,New Coronet Construction Supply,,,219,8th,Ave,106130
2,7313860,New Cosmopolitan Lumber,,,1701,Espana,St,106707
2,2447411,New Country Style Tailor,,Chan Chun Hin Building,1015,Alvarado,St,107297
2,6329049,New Datche Phil,,Globe Telecom Plaza 1,,Pioneer,St,106517
2,9288046,New Day Publishers,,,11C,Congressional Extension,Ave,107891
2,7418927,New Ddd Hardware & Electrical Supply,,,924,Blumentritt,St,106130
2,7416860,New Espana Lumber and Hardware,,,1855,Espana,St,106707
2,7112186,New Ever Lumber and Hardware,,,2621,Rizal,Ave,106707
2,8673662,New Filipino Maritime Agencies,,Kalaw Ledesma Condominium,,Gamboa,St,106913
2,3638883,New Flavor House Incorporated,,,21,Duhat,Rd,105829
2,2448304,New Fortune Hotel,,,806,Benavidez,St,106213
2,9360609,New Golden Star Lumber,,,862,Quirino,Hwy,105944
2,7356951,New Gui Seng Hardware,,,2279,Legarda,St,106130
2,7333348,New Ideal Construction Supply,,,1446,Soler,St,106130
2,2415905,New Ilaya Textile Market,,,825,Ilaya,St,104706
2,8993865,New India Assurance Company Limited,,Itc Building,337,Sen Gil Puyat,Ave,106286.1
2,7120339,New Jerusalem School,,,32,Sto Tomas,St,107961
2,7332269,New Kaunlaran Hardware,,,647,Evangelista,St,106130
2,2870605,New Land Lumber and Construction Supply,,,349,A Mabini,St,106707
2,7238583,New Leviton Trading and Hardware Corporation,,,436,A Juan,St,106130
2,8319250,New Libertad Hardware,,,201,A S Arnaiz,Ave,106130
2,3644174,New Life Industrial Products,,,136,Azucena,St,107433
2,2448733,New Life Jewelry and Gift Shop,,,922,G Masangkay,St,106339
2,7317989,New Long Life Bakery,,,313,N S Amoranto Sr,St,104644
2,8901843,New Makati Lumber and Hardware,,,431,J P Rizal,St,106707
2,7331972,New Manila Hardware,,,669,T Alonzo,St,106130
2,7335323,New Manila Hardware Supply Incorporated,,,669,T Alonzo,St,106130
2,2532230,New Mansion Aluminum and Glass,,,1349,Bambang,St,106048
2,7111776,New Master H'ware,,,1721,Blumentritt,St,106130
2,7114429,New Mercury Printing,,,908,G Araneta,Ave,107844
2,4050085,New Millennium Evangelical Church Inc,,,770,Gen M Malvar,St,105047
2,7330366,New Oregon Industrial Supply Corporation,,Le Marben Condominium 2,747,San Bernardo,St,106130
2,3616844,New Pacific Steel Industries Incorporated,,Magat Building,193,Rizal Extension,Ave,108207
2,5244935,New Palace Glassware,,,1598,Gen a Luna,St,106054
2,2939808,New Prodon Academy of Valenzuela,,New Prodon Academy,2428,M Delos Reyes,St,107961
2,6321268,New Rosal Hotel Corporation,,New Rosal Hotel,,Hillcrest,Drv,106213
2,7114641,New Scaffworks Intl Inc,,,646,Del Monte,Ave,107949
2,2414214,New Style Furniture,,,430,T Pinpin,St,105944
2,9260946,New Synergy Garments Inc,,,4,Golden,St,105976
2,7335274,New Tct Merchandising Center Inc,,Gto Building,659,T Alonzo,St,106130
2,7331924,New to Suy Hardware,,,739,T Mapua,St,106130
2,8254776,New Top Corporation,,,,Canaynay,Ave,105891
2,5310887,New Topbest Lumber & Construction Supply,,,286,Edsa,Ave,106130
2,5310891,New Topbest Lumber Construction Supply Inc,,,282,Edsa,Ave,104491
